,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,ID
0,0.1057330515294359,-0.13211635298415336,20.0,50.0,0.5694771059537576,-0.011914924134658274,0.9424280350438048,48.0,0.014030612244897957,92.0,0.39982036486793154,26.0,0.03571428571428571,-0.17374999999999996,-0.05874999999999997,0.9041746682916391,6.0,1.8511198698012772,0.6808510638297872,0.5106382978723404,0.061359231515429685,0.41679590649993364,1.0
1,-0.07740329747611274,0.13213511039417547,20.0,50.0,0.9443129220906112,0.0009041926298870474,0.8735919899874843,50.0,0.007927070947284981,99.0,0.9588885075058605,26.0,0.037037037037037035,-0.18874999999999997,-0.057499999999999996,0.9748720119012779,9.0,1.706355415376615,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.23510147802749887,2.0
2,-0.09994216818599311,0.12466938787956483,20.0,49.0,0.7757041635007496,-0.0029588433805314983,0.9148936170212766,51.0,0.013872374157748713,96.0,0.6123176970701334,26.0,0.037037037037037035,-0.18625000000000003,-0.057499999999999996,0.95026759644796,6.0,1.7467599716887312,0.6595744680851063,0.5106382978723404,0.061359231515429685,0.30862348726467803,1.0
3,0.05041468025381479,-0.18259585684056012,20.0,48.0,0.6062340908517322,-0.002781171288830532,0.9236545682102628,50.0,0.00792707094728498,99.0,0.4759588435346293,26.0,0.037037037037037035,-0.18374999999999997,-0.049375,0.9234423984145732,6.0,1.811280632704874,0.6808510638297872,0.5106382978723404,0.061359231515429685,0.3737398718147231,1.0
4,0.008493237277610644,0.23664457759190838,20.0,48.0,0.7830381656542705,-0.006118731666589133,0.9211514392991239,53.0,0.007927070947284981,98.0,0.619694723141543,26.0,0.037037037037037035,-0.17500000000000004,-0.06125000000000003,0.9488229168483409,6.0,1.7358849988923626,0.6808510638297872,0.5106382978723404,0.061359231515429685,0.3113473376783972,1.0
5,0.010993328810369407,-0.19700393142118044,20.0,50.0,0.980333249404653,0.0009576371463770687,0.8723404255319149,52.0,0.0007927070947284977,100.0,1.050338348933454,26.0,0.037037037037037035,-0.1875,-0.05500000000000005,0.9775741165066121,8.0,1.6627397226712652,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.2228928401522277,2.0
6,-0.0030346653649200306,-0.26819823510780116,20.0,50.0,0.633803042278674,-0.005712394147490745,0.9148936170212766,50.0,0.01030519223147047,98.0,0.49151747850759364,26.0,0.037037037037037035,-0.18125000000000002,-0.05249999999999999,0.9270076579373128,6.0,1.800071348340285,0.6808510638297872,0.5106382978723404,0.061359231515429685,0.36497307042706795,1.0
7,0.036961225286073374,-0.17076346331714443,20.0,49.0,1.0009661118308748,0.0005523409664475861,0.8523153942428036,51.0,0.0007927070947284977,99.0,1.1245875215242815,26.0,0.037037037037037035,-0.18374999999999997,-0.06125000000000003,0.9805057873342581,8.0,1.6731684979945145,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.21401595289429512,2.0
8,0.03060936035419859,-0.1902708331735914,20.0,50.0,0.7634175696592401,-0.0012004170196738032,0.8973717146433041,51.0,0.009116131589377727,96.0,0.6573576302807764,26.0,0.037037037037037035,-0.18374999999999997,-0.053749999999999964,0.950195008619743,7.0,1.7494206554038496,0.6808510638297872,0.5106382978723404,0.061359231515429685,0.30750614651887426,1.0
9,0.0801865200802192,-0.14001240992633823,20.0,50.0,0.8799841776361274,0.0017841088696533207,0.8961201501877347,52.0,0.005548949663099485,98.0,0.7764566903964344,26.0,0.037037037037037035,-0.18500000000000005,-0.06374999999999997,0.9657464036863527,8.0,1.7132470066943153,0.6595744680851063,0.5106382978723404,0.061359231515429685,0.26186685175938496,2.0
10,0.05336079729665166,-0.20190425074213447,20.0,50.0,0.6111694374516718,-0.019569956704051417,0.9299123904881101,51.0,0.005548949663099485,98.0,0.37500612386411325,26.0,0.037037037037037035,-0.18625000000000003,-0.05500000000000005,0.9183291809725384,7.0,1.8120453631101738,0.6808510638297872,0.5106382978723404,0.061359231515429685,0.3880418918389747,1.0
