,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
0,0.010034338034648815,0.22214748274856433,20.0,49.0,0.9256756974671956,-0.0002946170129068567,0.8548185231539425,51.0,0.0019817677368212444,99.0,0.8456727103729063,25.0,0.037037037037037035,0.043749999999999956,-0.0050000000000000044,0.9812950763827312,9.0,1.887360944571951,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.2116998483438925
1,0.0325089155677587,-0.19787998703369047,20.0,50.0,0.8078813795961893,-0.0045951485773133805,0.9011264080100125,52.0,0.006738010305192233,98.0,0.8151114018468956,25.0,0.037037037037037035,0.014999999999999902,0.6487499999999999,0.9647567179915684,6.0,1.9025202377661068,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.2679453249774292
2,0.049929186674678716,-0.17595161434058926,20.0,50.0,0.8405992428497728,0.0035146193048122853,0.9011264080100125,51.0,0.006738010305192233,99.0,0.6671896734579307,25.0,0.037037037037037035,-0.645625,0.2749999999999999,0.965807138830641,6.0,1.9076735248482386,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.26587364198622315
3,0.026432372745687438,-0.19647446084289122,20.0,50.0,0.9199850662677278,0.0023895784733653797,0.851063829787234,52.0,0.007927070947284981,99.0,1.0593871896653237,25.0,0.037037037037037035,-0.06125000000000003,0.06374999999999997,0.9776406623975408,10.0,1.8772873366763803,0.6382978723404256,0.48936170212765956,0.061359231515429685,0.22522144929463855
4,-0.07717460301170465,0.1859265781032795,20.0,49.0,0.7259790909118639,0.00115440835685897,0.9123904881101377,52.0,0.0019817677368212444,99.0,0.6460233069378913,25.0,0.037037037037037035,0.022499999999999964,-0.03500000000000003,0.9480420255348222,8.0,1.8962083936125596,0.6382978723404256,0.48936170212765956,0.061359231515429685,0.3188042144881677
5,-0.02891980831067542,0.1931026303008072,20.0,49.0,0.8325476236125693,0.0037053354036877496,0.899874843554443,51.0,0.005548949663099486,99.0,0.5752614345554425,25.0,0.037037037037037035,0.014374999999999916,-0.015000000000000013,0.9628404900826959,7.0,1.9091513737159787,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.27391547454271126
6,0.0320693673504725,-0.2102542591574731,20.0,50.0,0.8161022023389797,0.003114824516626625,0.9198998748435544,51.0,0.011494252873563218,99.0,0.607847743511622,25.0,0.037037037037037035,-0.20937500000000003,-0.31499999999999995,0.9585907377048485,8.0,1.9272715322139025,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.28630595870424885
7,0.045720463235031095,-0.1821689547044124,20.0,50.0,0.9061269684782388,0.0009947415972279112,0.8710888610763454,51.0,0.0043598890210067385,99.0,0.9349761151436201,25.0,0.037037037037037035,-0.06499999999999995,-0.03500000000000003,0.9734694062045149,11.0,1.9006295585018038,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.2395813119376645
8,-0.02133549566624615,0.2011782726917506,20.0,50.0,0.8983489842180967,0.0023286472627056104,0.8836045056320401,52.0,0.005548949663099485,99.0,0.8236728623913383,25.0,0.037037037037037035,-0.05874999999999997,0.06499999999999995,0.9727270877352994,6.0,1.8902046906895427,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.24119765091182935
9,-0.0008243094503015413,0.24581692586462633,20.0,51.0,0.7475500341994363,-0.009287341039750372,0.9173967459324155,52.0,0.0019817677368212444,98.0,0.5404284174459376,26.0,0.037037037037037035,0.026250000000000107,0.05499999999999994,0.9444800119252958,7.0,1.903941830517271,0.6382978723404256,0.48936170212765956,0.061359231515429685,0.32604508843948327
10,0.025436897255689095,-0.20421945804661368,20.0,50.0,0.8780155749252415,0.0010623051142488237,0.8760951188986232,51.0,0.003170828378913991,98.0,0.9885487217201485,25.0,0.037037037037037035,0.022499999999999964,-0.51875,0.9732193564901922,9.0,1.8588502150465036,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.24380845231135334
11,0.056022818325734525,-0.1716818938290119,20.0,50.0,0.8292893347648328,0.0011696034192395465,0.8735919899874843,51.0,0.003170828378913991,99.0,0.7561235808274286,25.0,0.037037037037037035,-0.02749999999999997,-0.51875,0.9661014164908134,9.0,1.9100106954634015,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.2662092020257054
12,0.012301697246053567,0.012301697246053622,20.0,49.0,0.8626974064974777,-0.0035373908868346735,0.8798498122653317,53.0,0.0043598890210067385,99.0,0.6780350956530938,25.0,0.037037037037037035,-0.01749999999999996,-0.32499999999999996,0.9636752686383547,10.0,1.896716924955486,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.2732674532616796
13,0.22113757549983792,-0.027572623594404044,20.0,50.0,0.728308501013744,0.002765725035495458,0.9011264080100125,53.0,0.00792707094728498,100.0,0.5962164915856561,25.0,0.037037037037037035,0.03125,-0.20999999999999996,0.951630541951969,8.0,1.9412088012534638,0.6382978723404256,0.5106382978723404,0.061359231515429685,0.3045372463147487
