,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr,ID
0,-0.8351853011755996,-1.0329036433605994,39.0,2.0,0.7149024656846885,-0.0006118191674271442,0.904881101376721,96.0,0.017777777777777778,192.0,0.7171195037629733,1.0,0.019230769230769232,0.0462499999999999,0.27,0.9563450076103516,5.0,1.5577135804143105,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.26952838162405607,1.0
1,1.4295700444311785,1.2476390901832226,39.0,100.0,0.8962218600168816,-0.0002759513629319697,0.8773466833541927,98.0,0.017777777777777778,197.0,1.0071473592994535,40.0,0.019230769230769232,0.03125,0.26249999999999996,0.9768469323425706,5.0,1.4760740670455346,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.1985186679810459,2.0
2,1.3728314502965235,1.19916113365769,39.0,100.0,1.0478744407286813,-0.0001636373002188898,0.8573216520650814,98.0,0.017777777777777778,197.0,1.273858545984695,40.0,0.019230769230769232,0.03750000000000009,0.26,0.9847028891912262,5.0,1.4197955163002847,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.16332897033383514,2.0
3,-0.8415009128339977,-1.0404348763086482,39.0,2.0,0.7018172299611998,-0.000645471491044478,0.9073842302878599,96.0,0.017777777777777778,192.0,0.7005751919315085,1.0,0.019230769230769232,0.0475000000000001,0.26875000000000004,0.9544485624452259,5.0,1.5577135804143105,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.2751729067058532,1.0
4,1.3807456804041252,-0.017821286253657864,39.0,100.0,1.0058554734743776,-0.0001770640608362112,0.8598247809762203,98.0,0.017777777777777778,197.0,1.226131726823586,40.0,0.019230769230769232,0.01750000000000007,0.26,0.9837207355393932,5.0,1.4197955163002847,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.168131392962626,2.0
5,1.3855587076335494,1.210037859137454,39.0,100.0,0.9959177587314416,-0.00018556765547642705,0.8623279098873592,98.0,0.017777777777777778,197.0,1.1997829341665196,40.0,0.019230769230769232,0.040000000000000036,0.25750000000000006,0.9831057192671819,5.0,1.4264950731321893,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.17107005526601454,2.0
6,-0.7690063891093313,1.265152397389328,39.0,100.0,0.8486586089946917,-0.0003264528907003883,0.8848560700876095,98.0,0.017777777777777778,197.0,0.9341888120690217,40.0,0.019230769230769232,0.040000000000000036,0.2649999999999999,0.9735290253428295,5.0,1.4819166771392087,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.21163162156119814,1.0
7,-0.771313864771121,1.267770689622072,39.0,100.0,0.8454283982582266,-0.000334495870130042,0.8848560700876095,98.0,0.017777777777777778,197.0,0.9249819347387745,40.0,0.019230769230769232,0.03875000000000006,0.26750000000000007,0.9730103612121632,5.0,1.4819166771392087,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.2136087759289168,2.0
8,-0.8558257536102291,-1.0575132912884309,38.0,2.0,0.6742329715579197,-0.0007263573968949659,0.9123904881101377,93.0,0.017777777777777778,192.0,0.6651810069337124,1.0,0.019230769230769232,0.0475000000000001,0.25750000000000006,0.9499759931734999,5.0,1.5728179682021581,0.8297872340425532,0.6808510638297872,0.030679615757714843,0.28804742147698786,1.0
9,-0.9312105771879259,1.0135935576122288,38.0,2.0,0.5908191188973331,-0.0012676305489010562,0.9274092615769712,84.0,0.017777777777777778,192.0,0.5194876465487022,1.0,0.019230769230769232,0.05499999999999994,0.25125,0.922369587143839,5.0,1.6806822764675249,0.8297872340425532,0.723404255319149,0.030679615757714843,0.3573947068098132,1.0
10,-0.917284562703594,-1.130725218828645,38.0,2.0,0.6081789828180445,-0.0011518212392143314,0.9274092615769712,93.0,0.017777777777777778,192.0,0.5411993024714541,1.0,0.019230769230769232,0.05499999999999994,0.25312499999999993,0.9280009408037534,5.0,1.6684225038080012,0.8297872340425532,0.723404255319149,0.030679615757714843,0.3443839271188047,1.0
